price,n_rooms,area,price_per_m2,link,title,address,district
1700,2,25.0,68.0,https://www.otodom.pl/pl/oferta/jasne-nowe-mieszkanie-w-centrum-salon-jadalnia-kuchnia-rewolucji-ID4yWvI,"Jasne, nowe mieszkanie w centrum, salon, jadalnia, kuchnia, Rewolucji","ul. Rewolucji 1905 r., Fabryczna, Śródmieście, Łódź, łódzkie",Śródmieście
3300,3,75.0,44.0,https://www.otodom.pl/pl/oferta/nowoczesne-3-pokojowe-mieszkanie-ul-pienista-51e-balkon-i-parking-ID4y0Oi,"Nowoczesne, 3-pokojowe mieszkanie ul. Pienista 51E | balkon i parking","ul. Pienista, Lublinek, Polesie, Łódź, łódzkie",Polesie
1650,3,64.0,26.0,https://www.otodom.pl/pl/oferta/lodz-srodmiescie-64m2-3-pokoje-lokalizacja-ID4znc0,Łódź – Śródmieście | 64m2 | 3 pokoje | Lokalizacja,"al. Karola Anstadta, Fabryczna, Śródmieście, Łódź, łódzkie",Śródmieście
1850,2,43.0,43.0,https://www.otodom.pl/pl/oferta/lodz-polesie-43-m2-2-pokoje-balkon-parking-ID4znbZ,Łódź - Polesie| 43 m2| 2 pokoje| Balkon| Parking,"ul. Konstantynowska, Zdrowie, Polesie, Łódź, łódzkie",Polesie
2700,2,55.0,49.0,https://www.otodom.pl/pl/oferta/mieszkanie-2-pokojowe-ul-pienista-41d-retkinia-osiedle-zamkniete-ID4zfKl,Mieszkanie 2 pokojowe ul. Pienista 41D | RETKINIA OSIEDLE ZAMKNIETE,"ul. Pienista, Lublinek, Polesie, Łódź, łódzkie",Polesie
1800,2,43.0,42.0,https://www.otodom.pl/pl/oferta/rozkladowe-2-pokoje-blisko-manufaktury-ID4yUEt,Rozkładowe 2 pokoje blisko Manufaktury,"ul. Rybna, Stare Miasto, Bałuty, Łódź, łódzkie",Bałuty
2000,2,43.23,46.0,https://www.otodom.pl/pl/oferta/2p-k-3-pietro-43-23m2-po-kapitalnym-remoncie-ID4zn8I,"2p+k, 3 piętro, 43,23m2, po kapitalnym remoncie","Stare Polesie, Polesie, Łódź, łódzkie",Polesie
2650,3,51.3,52.0,https://www.otodom.pl/pl/oferta/gandhiego-mieszkanie-centrum-zubardz-3-pokojowe-51m2-manufaktura-ID4viC6,"Gandhiego Mieszkanie, Centrum, Żubardź, 3 pokojowe 51m2, Manufaktura","ul. Mahatmy Gandhiego, Żubardź, Bałuty, Łódź, łódzkie",Bałuty
3600,4,80.0,45.0,https://www.otodom.pl/pl/oferta/wyjatkowe-mieszkanie-w-centrum-lodzi-wynajem-ID4zn1D,"Wyjątkowe mieszkanie w centrum Łodzi, wynajem","ul. Piotrkowska, Centrum, Śródmieście, Łódź, łódzkie",Śródmieście
1863,1,29.15,64.0,https://www.otodom.pl/pl/oferta/kawalerka-tuwima-64a-110-bez-prowizji-ID4zlhA,kawalerka - Tuwima 64A/110 - bez prowizji,"Fabryczna Widzew, Widzew, Łódź, łódzkie",Widzew
1900,2,42.0,45.0,https://www.otodom.pl/pl/oferta/mieszkanie-z-antresola-lutomierska-162-sllow-loft-ID4bQtf,Mieszkanie z antresolą Lutomierska 162 SLLOW LOFT,"Żubardź, Bałuty, Łódź, łódzkie",Bałuty
